attendance,study_hours,past_failures,assignments_completed_pct,parental_education,family_income,extracurricular,internet_access,previous_grade,final_score
71.11,8.78,1,100.0,Secondary,Medium,No,No,75.04,82.2
85.58,5.45,3,55.01,Secondary,Low,Yes,Yes,87.2,48.41
84.08,6.64,1,100.0,none,High,No,Yes,94.98,73.21
61.99,8.39,2,65.17,Secondary,Low,No,Yes,66.99,70.13
100.0,5.71,4,100.0,Secondary,Low,Yes,Yes,50.61,76.04
100.0,11.03,1,63.98,Primary,Medium,No,Yes,94.96,75.27
93.57,5.56,3,77.2,Higher,Low,Yes,Yes,100.0,72.4
100.0,8.49,3,98.85,Primary,High,No,No,80.17,71.83
94.36,8.94,2,100.0,Higher,Low,Yes,Yes,100.0,90.48
58.59,2.87,0,51.73,Secondary,High,No,No,100.0,45.61
76.98,7.99,1,45.35,Secondary,Low,No,Yes,21.81,67.09
98.5,2.33,2,79.77,Higher,Low,Yes,No,18.77,66.73
48.71,2.08,5,100.0,Secondary,Low,Yes,Yes,89.72,58.3
68.18,13.05,4,58.71,Secondary,Medium,No,Yes,100.0,64.27
35.42,11.22,2,65.61,Secondary,Medium,No,Yes,86.51,75.89
100.0,5.22,0,100.0,Secondary,High,Yes,Yes,48.92,99.5
85.18,11.11,1,55.53,Secondary,Medium,No,Yes,94.32,68.44
89.91,,5,100.0,Secondary,Low,Yes,Yes,79.13,69.09
37.29,0.0,3,61.86,Primary,Low,No,Yes,87.61,43.39
100.0,9.66,3,73.31,Secondary,Low,No,Yes,76.97,85.45
82.78,2.38,1,77.45,Primary,Low,Yes,Yes,53.06,52.2
30.04,9.46,0,33.58,Secondary,Medium,No,Yes,77.01,49.47
86.42,9.32,2,84.42,Secondary,Low,Yes,Yes,100.0,64.48
50.55,4.49,5,68.09,Higher,Medium,Yes,Yes,53.18,34.19
76.41,11.43,0,37.13,Primary,Low,No,Yes,58.07,66.92
93.82,13.05,2,56.78,Secondary,Low,No,Yes,100.0,72.74
79.87,8.67,0,52.04,Secondary,Low,No,Yes,78.64,63.3
28.9,6.55,0,83.55,Higher,High,No,Yes,8.34,42.47
81.61,7.51,1,100.0,Secondary,Medium,Yes,Yes,91.72,73.47
96.31,1.59,2,79.96,Secondary,Medium,Yes,Yes,48.18,53.1
69.99,6.87,3,100.0,Higher,Low,No,Yes,91.37,71.87
87.89,7.39,1,76.85,Secondary,Low,Yes,No,89.13,62.12
88.31,7.66,2,75.63,none,High,No,Yes,100.0,86.06
24.47,6.72,1,100.0,Secondary,Medium,Yes,Yes,67.03,56.82
100.0,3.74,1,59.88,Higher,High,Yes,No,39.82,38.28
61.01,4.18,3,64.23,none,Medium,Yes,Yes,99.91,68.5
56.89,2.84,1,65.36,Higher,Low,Yes,Yes,88.61,38.7
57.63,0.0,0,25.34,Primary,Low,Yes,Yes,59.46,39.48
100.0,2.32,4,52.96,Higher,Medium,Yes,Yes,93.14,59.79
100.0,0.0,3,61.78,Primary,High,No,Yes,87.71,62.88
86.81,6.66,4,53.51,Secondary,Low,No,Yes,83.87,63.04
62.97,2.7,3,86.84,Higher,Medium,No,Yes,50.38,59.22
100.0,0.0,2,79.93,Higher,High,Yes,Yes,37.9,35.12
74.55,4.64,2,57.44,Secondary,Medium,No,Yes,39.78,59.23
58.69,12.44,3,68.44,Secondary,Medium,Yes,Yes,71.28,60.85
100.0,3.24,0,59.23,Secondary,Medium,No,Yes,39.56,69.15
71.97,4.1,0,69.52,Secondary,High,Yes,Yes,88.28,72.9
100.0,11.78,1,84.94,Secondary,Low,Yes,Yes,56.1,91.77
53.84,9.24,3,68.74,Higher,Medium,No,Yes,38.61,74.99
70.48,9.68,0,25.03,none,High,No,Yes,46.67,55.44
100.0,5.77,3,95.61,Higher,High,No,Yes,98.42,79.77
87.2,4.3,0,55.39,Secondary,High,No,Yes,59.07,59.3
67.59,5.28,4,11.05,Secondary,Medium,No,Yes,68.94,25.29
51.94,6.6,1,80.39,Secondary,High,No,Yes,29.24,53.23
,6.82,4,93.58,none,High,No,Yes,42.4,35.62
42.63,0.53,3,64.86,none,Low,Yes,Yes,69.54,44.82
99.29,3.85,3,45.72,Secondary,Low,No,Yes,100.0,48.36
94.64,5.93,0,100.0,Primary,High,No,Yes,85.28,73.64
88.03,4.09,2,55.22,Secondary,Medium,Yes,Yes,81.81,62.42
47.37,3.62,1,54.93,Higher,Low,Yes,Yes,66.43,45.01
67.72,12.86,2,32.69,Primary,Low,Yes,Yes,57.38,50.95
83.15,14.59,1,79.34,Secondary,Medium,Yes,Yes,67.88,67.13
100.0,14.05,0,92.01,Higher,High,No,Yes,60.99,100.0
84.03,5.0,3,79.59,Secondary,Medium,Yes,Yes,55.8,66.88
78.3,4.52,5,54.39,Secondary,Low,Yes,Yes,72.7,50.21
51.79,2.54,1,34.79,Higher,Low,Yes,Yes,95.33,45.31
97.54,7.35,3,84.68,Higher,Low,Yes,Yes,66.13,67.27
68.04,4.56,0,100.0,Secondary,Medium,No,Yes,100.0,76.92
39.76,9.65,0,91.93,Higher,High,Yes,Yes,56.31,82.52
52.89,3.24,0,56.31,Secondary,Low,No,Yes,68.82,49.06
92.09,5.63,1,100.0,Secondary,High,Yes,No,75.63,62.93
92.9,11.03,2,86.66,Secondary,Low,Yes,Yes,78.03,91.09
10.0,2.58,2,100.0,Higher,High,Yes,Yes,82.45,32.22
72.71,3.74,4,92.22,Secondary,Medium,No,Yes,53.69,55.74
42.69,0.87,1,75.89,Higher,Low,No,Yes,62.29,55.75
84.89,2.71,0,65.8,Secondary,High,Yes,Yes,58.29,56.17
89.71,9.13,3,65.32,Higher,Low,Yes,Yes,75.6,75.88
48.15,4.53,4,75.47,Secondary,Low,No,Yes,76.03,48.61
75.25,9.58,4,100.0,Secondary,Low,No,No,100.0,80.54
95.9,3.88,3,94.5,Secondary,Low,Yes,Yes,92.55,71.29
100.0,11.14,2,68.6,none,Medium,Yes,Yes,65.52,76.37
53.87,0.0,0,77.68,Secondary,Low,Yes,Yes,82.35,42.19
100.0,8.42,2,63.91,Secondary,High,Yes,Yes,100.0,76.44
81.45,6.76,1,100.0,none,Medium,Yes,Yes,80.88,83.16
62.66,4.83,4,20.19,Primary,Medium,No,Yes,94.07,31.9
72.74,0.0,3,17.49,Higher,Low,No,Yes,100.0,28.3
95.01,4.0,0,97.78,Secondary,High,No,No,100.0,80.59
94.58,5.56,0,100.0,Secondary,Low,Yes,Yes,90.99,81.59
97.69,8.04,0,100.0,Higher,High,Yes,Yes,68.76,100.0
58.19,7.78,3,85.9,Secondary,Medium,Yes,Yes,52.23,55.15
80.61,2.88,0,98.11,Higher,Low,Yes,Yes,99.03,53.29
69.0,6.24,0,58.38,Higher,Medium,Yes,No,51.88,62.68
80.3,3.85,3,22.75,Primary,Medium,No,Yes,50.82,45.37
62.33,4.21,1,75.35,none,Low,Yes,Yes,100.0,72.3
100.0,,1,100.0,Higher,Low,Yes,Yes,100.0,67.67
74.55,8.3,4,40.57,Secondary,High,No,Yes,73.87,65.0
71.52,7.87,2,92.89,Secondary,Medium,Yes,Yes,69.69,57.67
86.1,4.82,4,79.33,Secondary,Medium,No,Yes,100.0,71.86
100.0,0.0,0,71.37,Primary,High,No,Yes,77.92,75.34
76.13,11.74,1,62.19,Secondary,Medium,Yes,Yes,82.37,78.95
67.19,9.21,2,82.81,Secondary,Medium,No,Yes,89.27,55.5
97.25,6.83,0,100.0,Higher,Medium,Yes,Yes,42.58,58.09
100.0,10.62,3,63.28,Higher,Medium,Yes,Yes,26.93,68.61
100.0,4.03,0,83.73,Higher,Low,Yes,Yes,100.0,64.27
50.4,1.05,1,54.9,none,Medium,No,Yes,49.82,51.59
94.32,11.07,2,68.1,Higher,Medium,No,Yes,54.37,49.19
73.25,6.51,0,91.15,Primary,Medium,Yes,Yes,83.88,76.43
100.0,8.08,3,90.11,Primary,Medium,Yes,Yes,72.7,94.59
100.0,10.6,1,64.32,Secondary,Medium,Yes,Yes,78.22,79.2
15.66,,3,100.0,Primary,High,No,Yes,70.41,44.94
75.34,0.0,5,100.0,Secondary,Medium,No,Yes,73.03,54.85
63.59,0.0,3,76.54,Primary,Medium,No,Yes,93.34,29.49
57.23,0.63,0,47.6,Primary,Medium,No,No,76.73,37.31
51.92,11.76,0,64.42,Primary,Low,Yes,Yes,80.63,77.3
63.83,0.0,0,85.96,Secondary,High,No,Yes,71.13,45.68
67.76,6.52,3,31.97,Primary,High,Yes,Yes,100.0,71.63
66.23,6.45,2,98.91,Secondary,Low,No,No,72.11,77.68
24.45,7.04,3,100.0,Higher,Low,No,Yes,23.68,51.97
78.2,15.0,2,87.72,Primary,Medium,Yes,Yes,71.41,89.65
100.0,2.55,2,51.72,Higher,Low,No,Yes,83.44,59.46
61.05,8.29,4,74.27,Secondary,Medium,No,Yes,53.95,43.29
33.96,0.0,5,61.96,Higher,Low,No,No,63.66,26.05
77.38,10.44,1,96.27,Higher,Medium,No,Yes,86.93,96.75
100.0,11.78,5,39.1,Secondary,Low,Yes,No,60.49,53.45
78.92,6.41,3,92.46,Secondary,Low,Yes,Yes,14.64,62.96
56.82,9.44,4,100.0,Secondary,Medium,Yes,Yes,100.0,56.41
48.77,6.51,1,70.1,Secondary,High,No,Yes,92.02,63.85
92.65,7.86,1,89.82,Secondary,Medium,No,Yes,83.74,77.57
69.2,5.86,3,75.49,Primary,High,No,No,89.08,52.77
62.02,5.3,0,100.0,Secondary,Low,Yes,Yes,100.0,78.91
59.82,11.95,2,100.0,Higher,High,No,Yes,65.79,81.23
80.5,2.11,2,63.49,Higher,Low,No,Yes,100.0,61.0
77.92,0.59,3,100.0,Secondary,Low,Yes,Yes,34.42,52.04
76.36,0.0,1,35.0,Primary,Low,No,No,100.0,53.92
50.88,5.65,2,89.82,none,Low,Yes,Yes,100.0,33.01
49.37,0.88,4,91.46,Secondary,Medium,Yes,No,74.3,52.61
58.73,11.71,3,66.44,Secondary,Medium,Yes,Yes,68.69,68.55
82.25,4.09,5,40.68,Primary,Low,No,Yes,53.83,20.54
88.74,6.31,2,38.96,none,High,Yes,Yes,77.06,54.12
100.0,6.3,1,67.88,Primary,Low,No,No,33.43,68.08
54.08,1.3,0,14.77,Secondary,Medium,No,Yes,62.08,48.98
93.14,6.93,4,59.62,Higher,High,Yes,Yes,74.9,64.23
32.01,14.18,0,75.28,Secondary,High,Yes,Yes,47.81,59.58
83.75,2.84,1,69.42,none,Low,No,Yes,57.76,58.81
37.19,10.99,2,93.75,Secondary,High,No,Yes,81.52,80.82
44.36,0.21,2,100.0,Higher,Low,Yes,Yes,71.05,52.2
93.82,9.67,2,100.0,Secondary,Low,Yes,Yes,100.0,93.49
78.82,11.36,0,73.43,Secondary,Medium,No,Yes,68.17,74.69
67.07,0.92,1,100.0,Secondary,High,No,Yes,100.0,63.82
40.15,7.49,1,69.05,Secondary,Medium,Yes,Yes,92.17,69.87
84.23,0.0,1,85.0,Higher,Low,No,Yes,71.6,59.84
77.16,5.25,0,76.25,Higher,Low,No,Yes,70.95,64.13
93.09,1.32,3,80.67,Primary,Low,No,Yes,53.57,43.74
31.58,8.55,3,82.22,Secondary,Medium,Yes,Yes,72.96,52.08
90.5,7.16,1,75.46,Secondary,Medium,No,Yes,77.28,58.63
61.44,,1,77.6,Secondary,High,No,Yes,83.07,60.17
82.28,2.92,3,84.9,Secondary,Low,Yes,Yes,86.03,51.86
73.43,1.8,4,42.72,Higher,Low,Yes,Yes,92.89,30.94
53.72,0.05,2,77.78,Higher,Low,Yes,Yes,41.28,43.18
64.7,6.76,2,85.43,Secondary,Low,Yes,Yes,67.55,51.69
53.07,6.83,1,58.78,Secondary,Medium,No,Yes,57.25,40.61
61.87,5.93,0,62.09,none,High,No,Yes,77.33,55.56
52.27,7.77,4,52.73,Secondary,Medium,No,Yes,24.22,42.27
85.04,10.08,0,57.67,Secondary,Low,Yes,Yes,91.43,67.66
53.5,1.75,3,65.97,Higher,High,No,Yes,90.7,42.65
88.94,7.51,1,52.18,Secondary,High,Yes,Yes,77.45,57.6
100.0,10.06,1,75.74,Higher,Low,Yes,No,50.74,71.84
68.58,10.32,2,47.14,Primary,Medium,Yes,Yes,85.05,69.51
35.45,0.0,1,80.16,Primary,Low,Yes,Yes,87.13,60.55
100.0,9.28,2,82.07,Secondary,Low,Yes,Yes,100.0,89.4
83.73,9.27,2,78.59,Secondary,Medium,Yes,No,56.58,68.84
71.75,6.45,1,60.76,Secondary,Low,Yes,No,6.45,60.49
65.64,4.11,3,73.17,none,Medium,Yes,Yes,100.0,62.21
48.72,2.05,3,75.37,Higher,Medium,No,Yes,94.32,39.13
66.54,,4,100.0,Secondary,Medium,Yes,Yes,57.53,58.33
55.5,10.78,2,68.73,Higher,Low,No,Yes,49.47,52.5
55.73,10.55,3,50.93,Primary,High,No,No,100.0,45.34
89.65,8.31,4,92.91,Secondary,Medium,No,No,68.52,76.24
99.28,7.99,4,72.03,Secondary,Medium,Yes,Yes,100.0,73.04
69.36,8.17,3,69.43,Secondary,Low,Yes,Yes,100.0,54.81
87.55,0.0,2,100.0,Primary,Medium,Yes,Yes,87.19,56.1
100.0,2.38,3,59.04,Secondary,Low,Yes,Yes,93.88,52.38
53.98,8.08,2,61.35,Higher,High,Yes,Yes,66.9,75.67
34.15,7.0,3,84.68,Secondary,Low,No,Yes,100.0,34.33
95.82,7.83,0,100.0,Higher,Medium,No,No,40.91,70.52
56.66,3.25,4,81.87,Higher,Low,Yes,Yes,65.18,68.54
61.82,3.68,0,22.47,Secondary,Low,No,Yes,46.44,26.99
78.08,7.01,0,91.26,none,Medium,No,Yes,81.25,84.85
100.0,5.71,0,72.5,none,Low,Yes,Yes,36.71,77.85
78.28,5.39,3,100.0,Secondary,Medium,Yes,No,55.58,73.78
22.01,4.36,0,48.48,Secondary,Medium,Yes,No,98.93,47.5
83.96,6.86,2,89.23,Secondary,High,No,Yes,53.08,67.34
80.79,6.85,1,98.44,Secondary,Low,No,Yes,58.02,63.68
53.49,13.56,1,92.63,Higher,Medium,Yes,Yes,48.27,67.27
32.44,11.07,0,31.18,Primary,Low,Yes,Yes,100.0,58.56
65.44,8.28,1,100.0,none,Low,No,Yes,75.29,90.27
17.42,7.5,0,18.77,Secondary,Low,Yes,No,49.41,21.94
30.33,1.33,0,39.39,Secondary,Low,No,No,49.87,38.22
41.23,0.0,1,28.74,Secondary,High,No,Yes,43.05,20.41
43.68,3.22,1,77.31,Secondary,Medium,Yes,Yes,92.31,62.2
96.98,9.78,2,71.13,Secondary,Low,Yes,Yes,80.31,69.93
71.23,9.72,1,100.0,Higher,Low,No,Yes,29.73,59.44
83.71,9.86,4,73.16,Secondary,Low,Yes,Yes,72.82,69.04
80.2,6.71,3,66.88,Secondary,Medium,No,Yes,55.33,50.78
36.53,7.8,0,64.11,Secondary,Low,Yes,Yes,52.35,68.65
60.91,4.49,1,60.71,Secondary,Low,No,Yes,96.5,71.05
69.29,5.72,3,80.15,Secondary,High,No,Yes,86.08,62.73
71.68,0.43,3,35.6,Primary,Low,No,Yes,45.87,44.11
86.98,7.19,1,36.05,Secondary,Low,No,Yes,100.0,62.96
98.13,5.65,4,48.66,Primary,Low,No,Yes,16.23,44.57
84.25,5.29,1,100.0,Secondary,Low,No,Yes,38.39,72.27
100.0,3.18,2,65.2,Secondary,Low,No,Yes,53.04,73.25
85.96,11.74,3,92.15,Higher,Low,Yes,Yes,78.78,99.75
61.64,4.72,0,49.73,Primary,High,No,Yes,85.78,57.74
100.0,2.15,0,58.66,none,Low,No,Yes,70.25,56.95
44.51,3.55,2,100.0,Higher,Low,Yes,Yes,78.35,71.68
88.35,4.89,3,77.11,Secondary,Medium,Yes,Yes,72.5,72.52
71.25,2.13,0,91.37,Higher,Low,Yes,Yes,71.79,74.1
53.55,11.18,1,54.43,Primary,High,No,Yes,71.99,66.44
80.23,1.39,3,71.4,Primary,High,Yes,Yes,100.0,48.3
67.86,2.22,5,100.0,Primary,Low,Yes,Yes,30.56,40.35
28.86,7.77,4,83.84,Secondary,Medium,No,Yes,20.0,47.0
79.6,2.44,2,78.62,Primary,Low,No,Yes,96.31,65.98
49.2,8.59,0,53.97,Secondary,Medium,No,Yes,87.85,42.56
78.06,1.05,1,61.05,Primary,Low,No,Yes,100.0,56.4
71.82,8.83,3,77.23,none,Medium,No,Yes,33.42,64.73
,12.06,1,80.55,Secondary,Medium,No,No,83.72,69.85
18.19,7.37,0,62.56,Primary,Low,Yes,Yes,94.25,52.49
50.23,4.52,4,71.11,Primary,Low,Yes,Yes,80.19,58.45
77.69,4.47,3,36.4,Higher,Low,No,Yes,56.48,70.76
100.0,11.3,2,51.71,Secondary,High,Yes,Yes,62.63,84.12
78.47,9.81,1,100.0,Secondary,Low,Yes,Yes,99.6,67.51
64.0,6.75,2,30.33,Secondary,Medium,No,Yes,67.38,34.41
96.83,0.0,3,53.36,Secondary,Low,No,Yes,100.0,49.8
60.27,0.0,0,100.0,none,Medium,No,No,44.23,63.36
85.81,13.87,0,33.86,Higher,Low,No,Yes,55.8,65.25
76.3,,3,100.0,Higher,Low,Yes,Yes,78.8,75.9
100.0,3.12,2,47.53,Secondary,Medium,No,Yes,94.87,49.32
91.54,3.52,0,91.11,Higher,Medium,Yes,No,100.0,78.57
63.02,8.59,4,80.3,none,Low,Yes,Yes,81.15,55.56
37.45,3.32,2,91.38,Secondary,Low,No,No,31.86,46.04
48.27,13.24,0,100.0,Secondary,Low,Yes,No,29.69,59.42
82.41,7.37,4,31.48,Higher,Low,Yes,No,79.08,64.34
73.71,9.22,2,82.15,Higher,High,No,No,93.59,77.14
75.68,2.36,5,88.15,Secondary,Low,No,Yes,66.75,41.24
81.35,6.74,1,100.0,Secondary,Low,Yes,Yes,66.01,75.12
54.53,0.86,2,76.06,Secondary,Low,Yes,Yes,90.67,42.75
72.39,7.46,0,0.0,Higher,Medium,No,Yes,46.43,47.04
74.75,3.57,3,75.42,Higher,High,No,Yes,65.24,49.27
39.06,10.19,0,80.72,Secondary,Medium,Yes,Yes,63.05,66.63
59.71,3.91,1,87.51,Secondary,Medium,No,Yes,85.89,68.36
84.79,3.35,1,100.0,Higher,Low,Yes,No,93.54,84.91
92.47,4.33,3,92.28,Higher,Low,No,Yes,89.11,81.23
54.81,0.0,0,29.77,Secondary,High,No,Yes,69.88,36.83
87.49,12.56,2,44.79,Higher,Medium,No,Yes,100.0,79.69
59.64,2.94,4,59.92,none,Medium,Yes,Yes,42.63,45.63
53.02,4.31,3,100.0,Secondary,Low,No,Yes,52.6,61.23
100.0,6.49,2,56.79,Secondary,High,No,Yes,77.08,55.1
64.62,13.17,1,70.37,Primary,Low,Yes,Yes,57.72,76.92
38.13,0.6,0,13.74,Higher,Low,Yes,Yes,83.82,27.43
64.05,10.36,2,69.82,Primary,Low,Yes,Yes,84.68,74.74
68.34,4.8,2,66.84,Higher,Medium,No,No,79.75,53.94
97.82,14.03,1,66.46,Secondary,Medium,No,Yes,100.0,100.0
66.03,10.71,3,100.0,Secondary,Medium,Yes,Yes,72.53,81.3
84.46,7.92,0,99.58,Secondary,Low,No,Yes,63.18,86.65
100.0,1.74,2,100.0,Secondary,High,No,Yes,100.0,74.98
60.41,7.04,0,83.31,Secondary,Medium,No,Yes,52.49,68.12
82.27,1.83,0,92.19,Secondary,Low,Yes,Yes,67.06,73.58
73.43,9.32,4,80.24,Higher,High,Yes,Yes,92.54,84.86
80.63,5.02,1,76.96,Secondary,Medium,No,Yes,90.76,65.06
77.52,11.68,2,73.16,Primary,Low,No,Yes,31.0,62.07
78.65,3.73,3,83.19,Higher,Low,Yes,Yes,100.0,46.42
67.86,8.18,0,100.0,Secondary,Medium,No,Yes,0.0,56.34
75.63,7.06,3,100.0,Primary,Low,No,Yes,55.08,74.68
68.18,10.53,0,88.73,Secondary,High,No,Yes,84.0,90.25
100.0,11.17,5,47.73,Higher,High,Yes,Yes,69.13,61.07
90.13,14.33,4,97.5,Secondary,Medium,No,Yes,95.03,76.93
75.06,9.05,3,52.36,Secondary,High,No,Yes,68.28,63.17
66.55,3.6,2,88.94,Secondary,High,No,Yes,93.73,70.45
99.47,2.04,3,72.55,none,Low,Yes,No,28.15,48.46
54.62,7.01,2,40.45,Secondary,Low,No,Yes,85.25,40.18
42.92,6.75,0,23.35,Primary,Low,No,Yes,100.0,56.7
41.04,7.98,3,98.81,Higher,Low,Yes,No,100.0,61.59
100.0,11.37,4,70.22,Secondary,Medium,No,Yes,94.36,85.73
100.0,4.71,1,72.31,Secondary,Low,No,Yes,68.38,78.89
79.0,0.21,2,33.44,Secondary,Medium,Yes,Yes,62.63,30.79
60.99,0.0,0,100.0,Higher,Low,No,No,90.56,50.73
61.26,4.43,0,100.0,Primary,Medium,No,No,40.92,60.53
100.0,2.95,2,92.28,Secondary,High,Yes,Yes,78.89,61.32
72.73,,4,71.58,Primary,Low,No,Yes,81.1,76.0
83.58,10.77,1,100.0,Primary,Low,Yes,Yes,94.19,81.93
64.0,1.52,0,70.15,Higher,High,Yes,Yes,51.69,31.23
77.26,8.0,0,97.66,Secondary,Low,No,No,92.36,72.53
84.45,3.63,5,74.76,Secondary,Low,Yes,No,37.7,39.57
100.0,12.16,0,84.94,Secondary,Medium,Yes,Yes,65.7,100.0
72.83,2.89,4,57.12,Secondary,Medium,Yes,Yes,85.65,42.3
87.92,3.31,1,61.28,Primary,High,Yes,No,44.93,52.04
66.07,15.0,4,76.55,Secondary,Low,Yes,Yes,100.0,97.11
79.65,6.11,1,100.0,Secondary,Low,No,Yes,79.89,79.97
83.55,8.69,1,47.25,Secondary,Low,No,Yes,100.0,75.56
69.89,4.3,5,48.35,Secondary,Low,Yes,Yes,31.13,18.75
80.92,14.02,2,97.25,Secondary,Medium,Yes,Yes,82.69,96.06
57.27,13.64,2,87.19,Higher,Medium,Yes,Yes,60.93,77.94
87.57,3.31,0,59.8,Secondary,Low,Yes,Yes,70.56,65.03
76.39,0.0,2,71.57,Secondary,High,No,Yes,84.42,56.74
61.19,3.64,0,44.24,none,Low,Yes,Yes,36.99,49.19
72.06,2.65,4,77.87,Primary,High,No,No,84.93,60.1
100.0,6.18,0,23.63,Primary,Low,Yes,No,72.12,55.83
72.39,7.96,3,76.29,Secondary,Low,Yes,Yes,57.92,73.64
85.69,6.39,0,66.41,Higher,Low,No,Yes,89.63,74.27
85.62,9.69,0,100.0,Higher,Low,No,No,100.0,89.18
89.49,5.33,0,67.63,Secondary,Medium,Yes,Yes,60.81,56.79
47.38,4.62,1,88.08,Secondary,High,Yes,Yes,100.0,74.13
49.12,7.39,0,56.02,Primary,Low,Yes,Yes,66.4,60.8
56.29,8.85,0,65.24,Secondary,Medium,No,Yes,47.61,63.3
90.17,11.51,0,86.46,Higher,Low,Yes,Yes,37.57,86.28
81.55,4.76,0,100.0,Secondary,Low,Yes,Yes,87.55,68.91
80.29,12.58,0,54.98,Higher,High,No,Yes,52.26,79.22
71.98,2.63,2,71.83,none,Medium,No,Yes,52.11,46.08
41.88,6.73,0,73.42,Secondary,Low,No,Yes,80.15,57.95
59.99,2.79,2,31.23,Higher,Low,Yes,Yes,90.75,35.18
80.28,3.13,1,57.37,Secondary,Medium,Yes,Yes,65.77,59.75
70.74,4.77,2,90.46,Secondary,Low,Yes,Yes,92.21,69.22
79.47,5.6,3,55.7,Secondary,Low,Yes,Yes,55.97,51.59
36.07,0.0,1,45.62,none,Low,Yes,Yes,71.69,44.47
74.67,15.0,1,41.48,none,Low,Yes,Yes,76.68,73.18
22.82,5.3,2,100.0,Higher,Medium,No,Yes,63.64,54.04
42.4,6.91,5,89.56,Secondary,Medium,Yes,Yes,55.32,54.97
50.72,1.32,0,64.1,Secondary,Low,Yes,Yes,100.0,66.6
28.93,14.5,2,62.59,Primary,Low,No,Yes,67.06,60.71
54.96,8.03,1,100.0,Higher,Medium,Yes,No,37.71,66.55
81.92,12.42,0,61.64,Higher,High,Yes,Yes,58.53,70.31
100.0,0.0,2,90.79,Secondary,Low,Yes,Yes,69.26,66.18
61.61,7.08,1,70.57,Secondary,Low,No,Yes,68.91,63.86
58.58,5.61,4,80.83,Higher,Medium,No,Yes,91.23,56.21
71.99,0.08,0,100.0,Secondary,Medium,No,Yes,36.88,57.9
68.3,0.48,0,66.42,Higher,Low,Yes,No,49.92,35.08
49.68,3.95,5,55.87,Higher,Low,No,Yes,84.19,43.32
88.54,15.0,0,77.37,Secondary,Low,Yes,Yes,88.91,91.67
67.64,,0,79.89,Secondary,Medium,No,Yes,100.0,86.93
58.52,8.96,3,89.33,Secondary,Low,Yes,Yes,82.74,75.27
60.78,7.39,1,100.0,Secondary,Low,No,Yes,97.08,63.38
100.0,4.1,1,32.25,Higher,Low,Yes,Yes,77.51,75.09
94.37,1.95,3,40.63,Secondary,Medium,Yes,Yes,100.0,50.11
66.51,2.98,3,84.24,Higher,Low,No,Yes,83.27,46.45
14.09,7.05,0,98.88,Secondary,Low,Yes,No,100.0,81.98
32.4,4.75,2,98.29,Secondary,Medium,Yes,Yes,29.09,41.0
77.16,3.89,0,81.68,Secondary,High,No,Yes,55.49,60.92
67.73,6.3,4,80.83,Higher,Low,Yes,Yes,72.06,43.98
46.2,8.36,1,74.81,Primary,High,Yes,Yes,76.65,50.69
71.7,0.83,1,93.74,Secondary,Low,No,Yes,86.45,47.24
56.38,0.0,3,89.96,Secondary,Low,Yes,Yes,80.2,42.47
58.97,3.33,0,56.04,Secondary,Medium,No,Yes,88.87,27.19
70.67,2.16,1,84.51,Secondary,Medium,Yes,Yes,94.93,57.85
49.6,2.32,3,28.46,Secondary,Low,Yes,No,90.3,54.49
40.36,11.92,0,90.87,Secondary,Medium,No,No,18.21,59.23
41.14,8.66,2,89.96,Primary,Low,No,Yes,67.41,66.6
64.87,14.56,3,100.0,none,Low,Yes,Yes,100.0,91.2
35.42,0.17,0,76.61,Secondary,Low,No,No,81.64,55.51
100.0,6.48,0,100.0,none,High,No,Yes,96.17,77.64
98.34,3.55,0,75.82,Higher,Medium,Yes,Yes,65.6,63.21
92.99,5.64,1,83.03,none,Low,No,Yes,21.11,65.79
52.87,4.92,4,68.17,Secondary,Low,No,Yes,91.78,45.61
53.79,5.66,1,29.1,Secondary,Low,Yes,Yes,79.94,25.17
39.6,9.41,0,79.72,Higher,Low,Yes,No,81.29,51.72
100.0,8.65,0,100.0,none,High,No,Yes,70.43,100.0
100.0,6.71,4,69.84,Secondary,Low,Yes,Yes,97.94,62.94
,6.34,0,74.25,Higher,High,Yes,Yes,46.16,73.38
71.97,6.44,0,93.01,Higher,Low,Yes,No,65.04,85.37
65.29,4.26,1,76.88,Secondary,Low,No,Yes,55.39,59.96
87.65,10.96,3,100.0,Secondary,Medium,No,Yes,66.74,80.72
100.0,7.09,1,100.0,Primary,Low,No,Yes,12.55,73.77
91.07,11.1,2,75.71,Secondary,Low,Yes,Yes,86.52,74.54
47.18,12.02,2,88.88,Secondary,Low,No,Yes,78.64,80.75
55.84,5.01,0,64.61,Higher,Low,Yes,Yes,54.67,51.8
86.7,3.75,3,91.09,Higher,Medium,No,Yes,60.55,55.93
53.41,3.8,3,96.52,Primary,Low,Yes,Yes,65.66,53.17
63.23,13.42,0,60.36,Secondary,Low,No,Yes,86.4,80.2
100.0,3.44,4,58.36,Secondary,Low,No,Yes,100.0,61.72
67.15,3.82,4,88.63,Secondary,High,Yes,Yes,46.48,53.21
35.61,6.98,4,65.3,none,Low,Yes,Yes,72.9,62.53
100.0,5.25,1,81.99,Secondary,Low,Yes,Yes,100.0,67.78
100.0,5.81,3,100.0,Higher,Low,No,Yes,100.0,80.59
73.41,0.39,0,76.11,Secondary,Medium,No,No,58.05,60.2
74.82,12.2,2,63.44,Secondary,Low,Yes,Yes,75.61,83.66
21.84,2.15,2,69.39,Secondary,High,No,Yes,70.07,50.09
